Assembly	N_contigs_0_bp	N_contigs_1000_bp	N_contigs_5000_bp	N_contigs_10000_bp	N_contigs_25000_bp	N_contigs_50000_bp	Total_length_0_bp	Total_length_1000_bp	Total_length_5000_bp	Total_length_10000_bp	Total_length_25000_bp	Total_length_50000_bp	N_contigs	Largest_contig	Total_length	GC	N50	N75	L50	L75	N_N_s_per_100_kbp	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	dunno	species	useGenome
GCA_001888655	34	25	20	19	16	13	3198627	3193843	3184526	3175258	3114914	2997955	30	631275	3197633	44.54	368952	169005	4	7	0	PRJNA283610	SAMN03654521	LEAY00000000.1	na	1590	1590	Lactobacillus plantarum	strain=DSM 2601	NA	latest	Contig	Major	Full	2016-12-03	ASM188865v1	Faculty of Agro-industry, Prince of Songkla University, wageningen university	GCF_001888655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/888/655/GCA_001888655.1_ASM188865v1	NA	NA	plantarum	TRUE
GCA_001888665	57	39	26	25	19	14	3242014	3231252	3208892	3199980	3087336	2918650	50	629688	3239944	44.41	236103	143997	5	9	0	PRJNA283610	SAMN03654440	LEAX00000000.1	na	1590	1590	Lactobacillus plantarum	strain=DSM 20246	NA	latest	Contig	Major	Full	2016-12-03	ASM188866v1	Faculty of Agro-industry, Prince of Songkla University, wageningen university	GCF_001888665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/888/665/GCA_001888665.1_ASM188866v1	NA	NA	plantarum	TRUE
GCA_001888675	65	56	44	38	25	15	3105446	3101336	3075839	3023579	2837575	2477688	58	318090	3102928	45.13	165906	74543	7	13	0	PRJNA283610	SAMN03654503	LEAZ00000000.1	na	1590	1590	Lactobacillus plantarum	strain=CIF17AN8	NA	latest	Contig	Major	Full	2016-12-03	ASM188867v1	Faculty of Agro-industry, Prince of Songkla University, wageningen university	GCF_001888675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/888/675/GCA_001888675.1_ASM188867v1	NA	NA	plantarum	TRUE
GCA_001888725	57	39	25	25	21	16	3223022	3215160	3190918	3190918	3107833	2929818	44	495216	3218519	44.43	216764	137927	5	10	0	PRJNA283610	SAMN03654487	LEAW00000000.1	na	1590	1590	Lactobacillus plantarum	strain=TISTR875	NA	latest	Contig	Major	Full	2016-12-03	ASM188872v1	Faculty of Agro-industry, Prince of Songkla University, wageningen university	GCF_001888725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/888/725/GCA_001888725.1_ASM188872v1	NA	NA	plantarum	TRUE
GCA_001888735	67	47	35	33	25	18	3302055	3291639	3266002	3251113	3132022	2840731	56	273566	3298508	44.43	173004	91559	8	14	0	PRJNA283610	SAMN03654439	LEAV00000000.1	na	1590	1590	Lactobacillus plantarum	strain=299v	NA	latest	Contig	Major	Full	2016-12-03	ASM188873v1	Faculty of Agro-industry, Prince of Songkla University, wageningen university	GCF_001888735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/888/735/GCA_001888735.1_ASM188873v1	NA	NA	plantarum	TRUE
GCA_001888745	22	17	12	12	10	9	3211236	3209786	3199571	3199571	3154654	3110036	18	566163	3210310	44.46	442305	294156	4	6	0	PRJNA283610	SAMN03654463	LEBW00000000.1	na	1590	1590	Lactobacillus plantarum	strain=K36	NA	latest	Contig	Major	Full	2016-12-03	ASM188874v1	Faculty of Agro-industry, Prince of Songkla University, wageningen university	GCF_001888745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/888/745/GCA_001888745.1_ASM188874v1	NA	NA	plantarum	TRUE
GCA_001888775	29	23	18	18	13	13	3340687	3337531	3325207	3325207	3227693	3227693	25	823949	3339284	44.31	293151	208807	3	6	0	PRJNA283610	SAMN03654467	LEBV00000000.1	na	1590	1590	Lactobacillus plantarum	strain=P14	NA	latest	Contig	Major	Full	2016-12-03	ASM188877v1	Faculty of Agro-industry, Prince of Songkla University, wageningen university	GCF_001888775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/888/775/GCA_001888775.1_ASM188877v1	NA	NA	plantarum	TRUE
GCA_001908455	7	7	7	7	6	3	3433628	3433628	3433628	3433628	3412116	3312534	7	3193112	3433628	44.3	3193112	3193112	1	1	0	PRJNA354504	SAMN06046789	NA	na	337330	1590	Lactobacillus plantarum subsp. plantarum	strain=TS12	NA	latest	Complete Genome	Major	Full	2016-12-19	ASM190845v1	University of Malaya	GCF_001908455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/455/GCA_001908455.1_ASM190845v1	NA	NA	plantarum	TRUE
GCA_001981565	41	41	39	33	25	16	3161804	3161804	3156044	3118298	2966437	2650418	41	449708	3161804	44.62	141171	77079	6	13	2.31	PRJNA343164	SAMN05717716	MJHH00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-162	NA	latest	Scaffold	Major	Full	2017-02-01	ASM198156v1	ETH Zurich	GCF_001981565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/981/565/GCA_001981565.1_ASM198156v1	NA	NA	plantarum	TRUE
GCA_001981575	101	101	85	71	41	23	3296944	3296944	3242734	3151467	2690337	2031584	101	216101	3296944	44.34	61723	35578	16	34	4.13	PRJNA343164	SAMN05717717	MJHI00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-165	NA	latest	Scaffold	Major	Full	2017-02-01	ASM198157v1	ETH Zurich	GCF_001981575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/981/575/GCA_001981575.1_ASM198157v1	NA	NA	plantarum	TRUE
GCA_001981585	94	94	75	55	41	21	3185059	3185059	3117127	2976386	2753373	2062909	94	176490	3185059	44.48	74847	36527	14	29	1.04	PRJNA343164	SAMN05717714	MJHG00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-048	NA	latest	Contig	Major	Full	2017-02-01	ASM198158v1	ETH Zurich	GCF_001981585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/981/585/GCA_001981585.1_ASM198158v1	NA	NA	plantarum	TRUE
GCA_001981595	101	101	78	57	40	25	3218363	3218363	3139440	2990901	2705525	2176408	101	178634	3218363	44.44	68020	35001	16	31	2.58	PRJNA343164	SAMN05717711	MJHD00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-012	NA	latest	Scaffold	Major	Full	2017-02-01	ASM198159v1	ETH Zurich	GCF_001981595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/981/595/GCA_001981595.1_ASM198159v1	NA	NA	plantarum	TRUE
GCA_001981645	33	33	30	28	24	18	3167002	3167002	3155301	3138770	3061461	2837806	33	458908	3167002	44.61	205239	90841	5	12	0.73	PRJNA343164	SAMN05717710	MJHC00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-011	NA	latest	Contig	Major	Full	2017-02-01	ASM198164v1	ETH Zurich	GCF_001981645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/981/645/GCA_001981645.1_ASM198164v1	NA	NA	plantarum	TRUE
GCA_001981655	58	58	53	47	35	22	3098404	3098404	3080903	3038332	2842340	2354818	58	338029	3098404	44.54	87697	50344	11	22	1.42	PRJNA343164	SAMN05717719	MJHK00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-190	NA	latest	Scaffold	Major	Full	2017-02-01	ASM198165v1	ETH Zurich	GCF_001981655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/981/655/GCA_001981655.1_ASM198165v1	NA	NA	plantarum	TRUE
GCA_001981665	56	56	51	44	35	22	3102602	3102602	3085112	3028671	2904031	2405001	56	337922	3102602	44.55	89979	53944	11	21	1.26	PRJNA343164	SAMN05717718	MJHJ00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-189	NA	latest	Contig	Major	Full	2017-02-01	ASM198166v1	ETH Zurich	GCF_001981665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/981/665/GCA_001981665.1_ASM198166v1	NA	NA	plantarum	TRUE
GCA_001981785	72	72	60	53	40	20	3321081	3321081	3275646	3221389	3024754	2283261	72	221829	3321081	44.32	77285	44333	11	25	0.96	PRJNA343164	SAMN05717728	MKDF00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-405	NA	latest	Contig	Major	Full	2017-02-01	ASM198178v1	ETH Zurich	GCF_001981785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/981/785/GCA_001981785.1_ASM198178v1	NA	NA	plantarum	TRUE
GCA_001981865	82	82	62	53	39	21	3142225	3142225	3078290	3018827	2808015	2125840	82	338220	3142225	44.46	83995	42488	13	27	2.1	PRJNA343164	SAMN05717722	MKFX00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-208	NA	latest	Scaffold	Major	Full	2017-02-01	ASM198186v1	ETH Zurich	GCF_001981865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/981/865/GCA_001981865.1_ASM198186v1	NA	NA	plantarum	TRUE
GCA_001981875	55	55	45	40	30	22	3326959	3326959	3289743	3252221	3084592	2798774	55	223552	3326959	44.32	160430	77362	9	17	1.08	PRJNA343164	SAMN05717734	MKDK00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-422	NA	latest	Contig	Major	Full	2017-02-01	ASM198187v1	ETH Zurich	GCF_001981875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/981/875/GCA_001981875.1_ASM198187v1	NA	NA	plantarum	TRUE
GCA_001981955	123	123	93	75	39	22	3073531	3073531	2970810	2832300	2279060	1669794	123	140657	3073531	44.62	54548	23164	20	41	4.88	PRJNA343164	SAMN05717730	MKDH00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-408	NA	latest	Scaffold	Major	Full	2017-02-01	ASM198195v1	ETH Zurich	GCF_001981955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/981/955/GCA_001981955.1_ASM198195v1	NA	NA	plantarum	TRUE
GCA_001981985	90	90	69	55	34	19	3084697	3084697	3012017	2910855	2564421	2027005	90	251128	3084697	44.62	84199	36323	11	26	3.83	PRJNA343164	SAMN05717740	MKDP00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-086	NA	latest	Scaffold	Major	Full	2017-02-01	ASM198198v1	ETH Zurich	GCF_001981985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/981/985/GCA_001981985.1_ASM198198v1	NA	NA	plantarum	TRUE
GCA_001982005	60	60	53	47	33	23	3323296	3323296	3300728	3255802	3018141	2680557	60	291698	3323296	44.32	91420	72172	10	20	2.59	PRJNA343164	SAMN05717742	MKDQ00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-123	NA	latest	Scaffold	Major	Full	2017-02-01	ASM198200v1	ETH Zurich	GCF_001982005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/982/005/GCA_001982005.1_ASM198200v1	NA	NA	plantarum	TRUE
GCA_001982035	85	85	76	66	44	20	3312622	3312622	3281564	3209354	2867524	1986466	85	261022	3312622	44.33	70452	36265	15	32	3.56	PRJNA343164	SAMN05717745	MKDT00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-140	NA	latest	Scaffold	Major	Full	2017-02-01	ASM198203v1	ETH Zurich	GCF_001982035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/982/035/GCA_001982035.1_ASM198203v1	NA	NA	plantarum	TRUE
GCA_001982115	76	76	73	58	40	20	3389214	3389214	3376465	3273184	2982377	2224038	76	319277	3389214	44.2	87815	40348	12	28	4.99	PRJNA343164	SAMN05717756	MKEA00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-506	NA	latest	Scaffold	Major	Full	2017-02-01	ASM198211v1	ETH Zurich	GCF_001982115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/982/115/GCA_001982115.1_ASM198211v1	NA	NA	plantarum	TRUE
GCA_001982125	71	71	56	42	32	25	3473738	3473738	3420965	3322709	3158049	2857398	71	435088	3473738	44.23	110393	59417	10	21	5.9	PRJNA343164	SAMN05717753	MKDY00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-266	NA	latest	Scaffold	Major	Full	2017-02-01	ASM198212v1	ETH Zurich	GCF_001982125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/982/125/GCA_001982125.1_ASM198212v1	NA	NA	plantarum	TRUE
GCA_001982165	126	126	107	76	42	22	3534174	3534174	3464504	3226377	2656849	1952543	126	171063	3534174	44.1	60478	25434	19	42	0.91	PRJNA343164	SAMN05717757	MKEB00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-507	NA	latest	Scaffold	Major	Full	2017-02-01	ASM198216v1	ETH Zurich	GCF_001982165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/982/165/GCA_001982165.1_ASM198216v1	NA	NA	plantarum	TRUE
GCA_001982195	110	110	98	81	49	22	3375906	3375906	3333602	3205108	2681305	1738472	110	135503	3375906	44.24	51082	28537	22	44	0	PRJNA343164	SAMN05717760	MKED00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-510	NA	latest	Contig	Major	Full	2017-02-01	ASM198219v1	ETH Zurich	GCF_001982195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/982/195/GCA_001982195.1_ASM198219v1	NA	NA	plantarum	TRUE
GCA_001982205	105	105	86	74	45	24	3333921	3333921	3277883	3196874	2716964	2043805	105	226969	3333921	44.16	58370	28299	18	38	1.77	PRJNA343164	SAMN05717761	MKEE00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-511	NA	latest	Scaffold	Major	Full	2017-02-01	ASM198220v1	ETH Zurich	GCF_001982205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/982/205/GCA_001982205.1_ASM198220v1	NA	NA	plantarum	TRUE
GCA_001982245	151	151	125	96	52	16	3306376	3306376	3216642	3005458	2314594	1093645	151	132111	3306376	44.33	33305	20574	30	60	0	PRJNA343164	SAMN05717762	MKEF00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-512	NA	latest	Contig	Major	Full	2017-02-01	ASM198224v1	ETH Zurich	GCF_001982245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/982/245/GCA_001982245.1_ASM198224v1	NA	NA	plantarum	TRUE
GCA_001982265	94	94	75	64	44	23	3320885	3320885	3265333	3177292	2823406	2076632	94	138374	3320885	44.35	77203	37137	16	33	0.3	PRJNA343164	SAMN05717765	MKGF00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-515	NA	latest	Scaffold	Major	Full	2017-02-01	ASM198226v1	ETH Zurich	GCF_001982265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/982/265/GCA_001982265.1_ASM198226v1	NA	NA	plantarum	TRUE
GCA_001982285	78	78	68	57	36	21	3328057	3328057	3291528	3218569	2844315	2312652	78	357471	3328057	44.34	91342	45682	12	25	8.65	PRJNA343164	SAMN05717744	MKDS00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-139	NA	latest	Scaffold	Major	Full	2017-02-01	ASM198228v1	ETH Zurich	GCF_001982285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/982/285/GCA_001982285.1_ASM198228v1	NA	NA	plantarum	TRUE
GCA_001982305	61	61	41	35	30	23	3371904	3371904	3314438	3271650	3177022	2912108	61	265884	3371904	44.28	147665	70920	9	17	4.33	PRJNA343164	SAMN05717746	MKDU00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-146	NA	latest	Scaffold	Major	Full	2017-02-01	ASM198230v1	ETH Zurich	GCF_001982305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/982/305/GCA_001982305.1_ASM198230v1	NA	NA	plantarum	TRUE
GCA_001982325	100	100	90	75	43	27	3320930	3320930	3286270	3176841	2628154	2093615	100	131988	3320930	44.34	63852	30991	20	39	5.78	PRJNA343164	SAMN05717747	MKDV00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-147	NA	latest	Scaffold	Major	Full	2017-02-01	ASM198232v1	ETH Zurich	GCF_001982325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/982/325/GCA_001982325.1_ASM198232v1	NA	NA	plantarum	TRUE
GCA_001982335	66	66	60	54	41	23	3324231	3324231	3304319	3267517	3061546	2416224	66	193072	3324231	44.38	93509	46871	13	25	0	PRJNA343164	SAMN05717759	MKEC00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-509	NA	latest	Contig	Major	Full	2017-02-01	ASM198233v1	ETH Zurich	GCF_001982335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/982/335/GCA_001982335.1_ASM198233v1	NA	NA	plantarum	TRUE
GCA_001982345	52	52	45	39	34	25	3102671	3102671	3083728	3041446	2958749	2645366	52	238614	3102671	44.67	99851	67708	10	20	0.06	PRJNA343164	SAMN05717755	MKDZ00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-505	NA	latest	Contig	Major	Full	2017-02-01	ASM198234v1	ETH Zurich	GCF_001982345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/982/345/GCA_001982345.1_ASM198234v1	NA	NA	plantarum	TRUE
GCA_001982385	71	71	64	61	38	22	3282331	3282331	3256672	3234834	2821226	2250096	71	265186	3282331	44.42	73825	40394	12	27	0.97	PRJNA343164	SAMN05717763	MKEG00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-513	NA	latest	Scaffold	Major	Full	2017-02-01	ASM198238v1	ETH Zurich	GCF_001982385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/982/385/GCA_001982385.1_ASM198238v1	NA	NA	plantarum	TRUE
GCA_001982405	61	61	58	52	35	21	3232485	3232485	3223677	3178845	2907727	2423748	61	310948	3232485	44.51	103239	47598	10	22	0.4	PRJNA343164	SAMN05717764	MKEH00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-514	NA	latest	Scaffold	Major	Full	2017-02-01	ASM198240v1	ETH Zurich	GCF_001982405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/982/405/GCA_001982405.1_ASM198240v1	NA	NA	plantarum	TRUE
GCA_001990145	7	7	7	7	6	2	3462990	3462990	3462990	3462990	3445476	3300964	7	3249180	3462990	44.32	3249180	3249180	1	1	0	PRJNA343164	SAMN05717715	NA	na	1590	1590	Lactobacillus plantarum	strain=RI-113	NA	latest	Complete Genome	Major	Full	2017-02-07	ASM199014v1	ETH Zurich	GCF_001990145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/990/145/GCA_001990145.1_ASM199014v1	NA	NA	plantarum	TRUE
GCA_002005385	1	1	1	1	1	1	3311056	3311056	3311056	3311056	3311056	3311056	1	3311056	3311056	44.51	3311056	3311056	1	1	0.03	PRJNA371738	SAMN06311425	NA	na	1590	1590	Lactobacillus plantarum	strain=10CH	NA	latest	Complete Genome	Major	Full	2017-10-10	ASM200538v2	University of Reading	GCF_002005385.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/005/385/GCA_002005385.2_ASM200538v2	NA	NA	plantarum	TRUE
GCA_002024845	2	2	2	2	2	1	3230754	3230754	3230754	3230754	3230754	3197722	2	3197722	3230754	44.54	3197722	3197722	1	1	0	PRJNA369573	SAMN06240352	NA	na	1590	1590	Lactobacillus plantarum	strain=CLP0611	NA	latest	Complete Genome	Major	Full	2017-03-10	ASM202484v1	Korea University	GCF_002024845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/024/845/GCA_002024845.1_ASM202484v1	NA	NA	plantarum	TRUE
GCA_002028365	4	4	3	3	1	1	2910909	2910909	2907757	2907757	2886607	2886607	4	2886607	2910909	44.66	2886607	2886607	1	1	0	PRJNA361197	SAMN06227005	NA	na	1590	1590	Lactobacillus plantarum	strain=KLDS1.0391	NA	latest	Complete Genome	Major	Full	2017-03-15	ASM202836v1	Northeast Agriculture University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/028/365/GCA_002028365.1_ASM202836v1	missing tRNA genes	NA	plantarum	TRUE
GCA_002109405	2	2	2	1	1	1	3196967	3196967	3196967	3189366	3189366	3189366	2	3189366	3196967	44.6	3189366	3189366	1	1	0	PRJNA379754	SAMN06619691	NA	na	1590	1590	Lactobacillus plantarum	strain=JBE490	NA	latest	Complete Genome	Major	Full	2017-04-25	ASM210940v1	Chonbuk National University	GCF_002109405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/109/405/GCA_002109405.1_ASM210940v1	NA	NA	plantarum	TRUE
GCA_002109425	1	1	1	1	1	1	3284622	3284622	3284622	3284622	3284622	3284622	1	3284622	3284622	44.55	3284622	3284622	1	1	0	PRJNA382868	SAMN06756312	NA	na	1590	1590	Lactobacillus plantarum	strain=LP2	NA	latest	Complete Genome	Major	Full	2017-04-25	ASM210942v1	Hubei University of Technology	GCF_002109425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/109/425/GCA_002109425.1_ASM210942v1	NA	NA	plantarum	TRUE
GCA_002116955	6	6	6	6	5	4	3476011	3476011	3476011	3476011	3453840	3414845	6	3249216	3476011	44.19	3249216	3249216	1	1	0	PRJNA353584	SAMN06016049	NA	na	1590	1590	Lactobacillus plantarum	strain=BLS41	NA	latest	Complete Genome	Major	Full	2017-05-02	ASM211695v1	KOOKMIN UNIVERSITY	GCF_002116955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/116/955/GCA_002116955.1_ASM211695v1	NA	NA	plantarum	TRUE
GCA_002117245	9	9	7	7	5	2	3351899	3351899	3343385	3343385	3317541	3209137	9	3144834	3351899	44.3	3144834	3144834	1	1	0	PRJNA343197	SAMN05805044	NA	na	1590	1590	Lactobacillus plantarum	strain=TMW 1.25	NA	latest	Complete Genome	Major	Full	2017-05-02	ASM211724v1	Technische Universitaet Muenchen	GCF_002117245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/117/245/GCA_002117245.1_ASM211724v1	NA	NA	plantarum	TRUE
GCA_002117265	11	10	9	7	7	3	3400131	3399301	3395402	3380140	3380140	3231672	11	3099387	3400131	44.22	3099387	3099387	1	1	0	PRJNA343197	SAMN05805045	NA	na	1590	1590	Lactobacillus plantarum	strain=TMW 1.277	NA	latest	Complete Genome	Major	Full	2017-05-02	ASM211726v1	Technische Universitaet Muenchen	GCF_002117265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/117/265/GCA_002117265.1_ASM211726v1	NA	NA	plantarum	TRUE
GCA_002117285	5	5	5	5	3	1	3246485	3246485	3246485	3246485	3221145	3133208	5	3133208	3246485	44.56	3133208	3133208	1	1	0	PRJNA343197	SAMN05805046	NA	na	1590	1590	Lactobacillus plantarum	strain=TMW 1.708	NA	latest	Complete Genome	Major	Full	2017-05-02	ASM211728v1	Technische Universitaet Muenchen	GCF_002117285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/117/285/GCA_002117285.1_ASM211728v1	NA	NA	plantarum	TRUE
GCA_002117305	5	5	5	5	5	2	3332882	3332882	3332882	3332882	3332882	3198604	5	3141573	3332882	44.35	3141573	3141573	1	1	0	PRJNA343197	SAMN05805047	NA	na	1590	1590	Lactobacillus plantarum	strain=TMW 1.1623	NA	latest	Complete Genome	Major	Full	2017-05-02	ASM211730v1	Technische Universitaet Muenchen	GCF_002117305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/117/305/GCA_002117305.1_ASM211730v1	NA	NA	plantarum	TRUE
GCA_002165655	92	91	61	47	33	21	3165258	3164416	3089341	2986827	2768322	2320773	92	213451	3165258	44.48	99901	47161	11	23	0.79	PRJNA327380	SAMN05341252	MQNK00000000.1	na	1590	1590	Lactobacillus plantarum	strain=S2T10D	NA	latest	Contig	Major	Full	2017-06-02	ASM216565v1	University of Turin	GCF_002165655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/165/655/GCA_002165655.1_ASM216565v1	NA	NA	plantarum	TRUE
GCA_002165715	68	57	44	34	25	19	3311558	3303555	3266889	3188755	3044513	2808539	68	291140	3311558	44.41	161526	88287	8	15	0.54	PRJNA327374	SAMN05332107	MPLC00000000.1	na	1590	1590	Lactobacillus plantarum	strain=O2T60C	NA	latest	Contig	Major	Full	2017-06-02	ASM216571v1	University of Turin	GCF_002165715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/165/715/GCA_002165715.1_ASM216571v1	NA	NA	plantarum	TRUE
GCA_002165725	58	58	50	42	26	15	3168693	3168693	3148770	3089747	2800252	2351145	58	372548	3168693	44.49	136134	49288	7	16	0.47	PRJNA327377	SAMN05332112	MQNL00000000.1	na	1590	1590	Lactobacillus plantarum	strain=S11T3E	NA	latest	Contig	Major	Full	2017-06-02	ASM216572v1	University of Turin	GCF_002165725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/165/725/GCA_002165725.1_ASM216572v1	NA	NA	plantarum	TRUE
GCA_002173655	4	4	3	2	2	2	3331364	3331364	3327344	3317748	3317748	3317748	4	3252258	3331364	44.43	3252258	3252258	1	1	0	PRJNA386760	SAMN07125944	NA	na	1590	1590	Lactobacillus plantarum	strain=SRCM102022	NA	latest	Complete Genome	Major	Full	2017-06-06	ASM217365v1	Microbial Institiue for Fermentation Industry	GCF_002173655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/173/655/GCA_002173655.1_ASM217365v1	NA	NA	plantarum	TRUE
GCA_002174195	1	1	1	1	1	1	3223596	3223596	3223596	3223596	3223596	3223596	1	3223596	3223596	44.6	3223596	3223596	1	1	0	PRJNA388025	SAMN07167784	NA	na	337330	1590	Lactobacillus plantarum subsp. plantarum	NA	SRCM100434	latest	Complete Genome	Major	Full	2017-06-06	ASM217419v1	Microbial Institute for Fermentation Industry	GCF_002174195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/174/195/GCA_002174195.1_ASM217419v1	NA	NA	plantarum	TRUE
GCA_002205775	2	2	2	2	1	1	3200572	3200572	3200572	3200572	3186859	3186859	2	3186859	3200572	44.64	3186859	3186859	1	1	0	PRJNA390680	SAMN07248584	NA	na	1590	1590	Lactobacillus plantarum	strain=LPL-1	NA	latest	Complete Genome	Major	Full	2017-06-27	ASM220577v2	China Agricultural University	GCF_002205775.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/205/775/GCA_002205775.2_ASM220577v2	NA	NA	plantarum	TRUE
